timestamp,hour,minute,second,time-hr-min-sec,date,tvoc_ppb,temp_c,rh_percent,light_lux,co2eq_ppm,dist_mm,co2eq_base,tvoc_base,abs_humid,home,sensor,Will,Maggie,Kurt,Sade,number,occupied
3/14/2019 0:00,0,0,0,0:00:00,3/14/2019,,,,,,,,,,H1,BS2,1,1,1,0,3,1
3/14/2019 0:00,0,0,10,0:00:10,3/14/2019,,,,,,,,,,H1,BS2,1,1,1,0,3,1
3/14/2019 0:00,0,0,20,0:00:20,3/14/2019,,,,,,,,,,H1,BS2,1,1,1,0,3,1
3/14/2019 0:00,0,0,30,0:00:30,3/14/2019,,,,,,,,,,H1,BS2,1,1,1,0,3,1
3/14/2019 0:00,0,0,40,0:00:40,3/14/2019,,,,,,,,,,H1,BS2,1,1,1,0,3,1
3/14/2019 0:00,0,0,50,0:00:50,3/14/2019,,,,,,,,,,H1,BS2,1,1,1,0,3,1
3/14/2019 0:01,0,1,0,0:01:00,3/14/2019,,,,,,,,,,H1,BS2,1,1,1,0,3,1
3/14/2019 0:01,0,1,10,0:01:10,3/14/2019,,,,,,,,,,H1,BS2,1,1,1,0,3,1
3/14/2019 0:01,0,1,20,0:01:20,3/14/2019,,,,,,,,,,H1,BS2,1,1,1,0,3,1
3/14/2019 0:01,0,1,30,0:01:30,3/14/2019,,,,,,,,,,H1,BS2,1,1,1,0,3,1
3/14/2019 0:01,0,1,40,0:01:40,3/14/2019,,,,,,,,,,H1,BS2,1,1,1,0,3,1
3/14/2019 0:01,0,1,50,0:01:50,3/14/2019,,,,,,,,,,H1,BS2,1,1,1,0,3,1
3/14/2019 0:02,0,2,0,0:02:00,3/14/2019,,,,,,,,,,H1,BS2,1,1,1,0,3,1
3/14/2019 0:02,0,2,10,0:02:10,3/14/2019,,,,,,,,,,H1,BS2,1,1,1,0,3,1
3/14/2019 0:02,0,2,20,0:02:20,3/14/2019,,,,,,,,,,H1,BS2,1,1,1,0,3,1
3/14/2019 0:02,0,2,30,0:02:30,3/14/2019,,,,,,,,,,H1,BS2,1,1,1,0,3,1
3/14/2019 0:02,0,2,40,0:02:40,3/14/2019,,,,,,,,,,H1,BS2,1,1,1,0,3,1
3/14/2019 0:02,0,2,50,0:02:50,3/14/2019,,,,,,,,,,H1,BS2,1,1,1,0,3,1
3/14/2019 0:03,0,3,0,0:03:00,3/14/2019,,,,,,,,,,H1,BS2,1,1,1,0,3,1
3/14/2019 0:03,0,3,10,0:03:10,3/14/2019,,,,,,,,,,H1,BS2,1,1,1,0,3,1
3/14/2019 0:03,0,3,20,0:03:20,3/14/2019,,,,,,,,,,H1,BS2,1,1,1,0,3,1
3/14/2019 0:03,0,3,30,0:03:30,3/14/2019,,,,,,,,,,H1,BS2,1,1,1,0,3,1
3/14/2019 0:03,0,3,40,0:03:40,3/14/2019,,,,,,,,,,H1,BS2,1,1,1,0,3,1
3/14/2019 0:03,0,3,50,0:03:50,3/14/2019,,,,,,,,,,H1,BS2,1,1,1,0,3,1
3/14/2019 0:04,0,4,0,0:04:00,3/14/2019,,,,,,,,,,H1,BS2,1,1,1,0,3,1
3/14/2019 0:04,0,4,10,0:04:10,3/14/2019,,,,,,,,,,H1,BS2,1,1,1,0,3,1
3/14/2019 0:04,0,4,20,0:04:20,3/14/2019,,,,,,,,,,H1,BS2,1,1,1,0,3,1
3/14/2019 0:04,0,4,30,0:04:30,3/14/2019,,,,,,,,,,H1,BS2,1,1,1,0,3,1
3/14/2019 0:04,0,4,40,0:04:40,3/14/2019,,,,,,,,,,H1,BS2,1,1,1,0,3,1
3/14/2019 0:04,0,4,50,0:04:50,3/14/2019,,,,,,,,,,H1,BS2,1,1,1,0,3,1
3/14/2019 0:05,0,5,0,0:05:00,3/14/2019,0,24.79999924,20.29999924,73,696,2059,35186,35584,4.621744497,H1,BS2,1,1,1,0,3,1
3/14/2019 0:05,0,5,10,0:05:10,3/14/2019,0,24.79999924,20.29999924,73,701,1276,35186,35584,4.621744497,H1,BS2,1,1,1,0,3,1
3/14/2019 0:05,0,5,20,0:05:20,3/14/2019,0,24.79999924,20.29999924,73,694,0,35186,35585,4.621744497,H1,BS2,1,1,1,0,3,1
3/14/2019 0:05,0,5,30,0:05:30,3/14/2019,0,24.79999924,20.29999924,73,699,0,35186,35585,4.621744497,H1,BS2,1,1,1,0,3,1
3/14/2019 0:05,0,5,40,0:05:40,3/14/2019,0,24.79999924,20.29999924,73,698,86,35186,35586,4.621744497,H1,BS2,1,1,1,0,3,1
