,hour,minute,second,time-hr-min-sec,date,tvoc_ppb,temp_c,rh_percent,light_lux,co2eq_ppm,dist_mm,co2eq_base,tvoc_base,abs_humid,home,sensor,Will,Maggie,Kurt,Sade,number,occupied
2019-03-14 00:00:00,00,00,00,00:00:00,2019-03-14,,,,,,,,,,H1,BS3,1,1,1,0,3,1
2019-03-14 00:00:10,00,00,10,00:00:10,2019-03-14,,,,,,,,,,H1,BS3,1,1,1,0,3,1
2019-03-14 00:00:20,00,00,20,00:00:20,2019-03-14,,,,,,,,,,H1,BS3,1,1,1,0,3,1
2019-03-14 00:00:30,00,00,30,00:00:30,2019-03-14,,,,,,,,,,H1,BS3,1,1,1,0,3,1
2019-03-14 00:00:40,00,00,40,00:00:40,2019-03-14,,,,,,,,,,H1,BS3,1,1,1,0,3,1
2019-03-14 00:00:50,00,00,50,00:00:50,2019-03-14,,,,,,,,,,H1,BS3,1,1,1,0,3,1
2019-03-14 00:01:00,00,01,00,00:01:00,2019-03-14,,,,,,,,,,H1,BS3,1,1,1,0,3,1
2019-03-14 00:01:10,00,01,10,00:01:10,2019-03-14,,,,,,,,,,H1,BS3,1,1,1,0,3,1
2019-03-14 00:01:20,00,01,20,00:01:20,2019-03-14,,,,,,,,,,H1,BS3,1,1,1,0,3,1
2019-03-14 00:01:30,00,01,30,00:01:30,2019-03-14,,,,,,,,,,H1,BS3,1,1,1,0,3,1
2019-03-14 00:01:40,00,01,40,00:01:40,2019-03-14,,,,,,,,,,H1,BS3,1,1,1,0,3,1
2019-03-14 00:01:50,00,01,50,00:01:50,2019-03-14,,,,,,,,,,H1,BS3,1,1,1,0,3,1
2019-03-14 00:02:00,00,02,00,00:02:00,2019-03-14,,,,,,,,,,H1,BS3,1,1,1,0,3,1
2019-03-14 00:02:10,00,02,10,00:02:10,2019-03-14,,,,,,,,,,H1,BS3,1,1,1,0,3,1
2019-03-14 00:02:20,00,02,20,00:02:20,2019-03-14,,,,,,,,,,H1,BS3,1,1,1,0,3,1
2019-03-14 00:02:30,00,02,30,00:02:30,2019-03-14,,,,,,,,,,H1,BS3,1,1,1,0,3,1
